Sample,Plate,Row,Column,Well,Measurement,Value
2P-O_Glc,4_11956,E,6,E06,Meas A,417.0
1P-O_Glc,4_11956,E,7,E07,Meas A,462.0
3M-O_Glc,4_11956,E,8,E08,Meas A,549.0
2M-O_Glc,4_11956,E,9,E09,Meas A,461.0
1M-O_Glc,4_11956,E,10,E10,Meas A,532.0
3S-O_CAA,4_11956,F,2,F02,Meas A,1034.0
2S-O_CAA,4_11956,F,3,F03,Meas A,1233.0
1S-O_CAA,4_11956,F,4,F04,Meas A,1469.0
3P-O_CAA,4_11956,F,5,F05,Meas A,1156.0
2P-O_CAA,4_11956,F,6,F06,Meas A,1137.0
1P-O_CAA,4_11956,F,7,F07,Meas A,1278.0
3M-O_CAA,4_11956,F,8,F08,Meas A,932.0
2M-O_CAA,4_11956,F,9,F09,Meas A,1037.0
1M-O_CAA,4_11956,F,10,F10,Meas A,1440.0
3S_Glc,4_11956,G,2,G02,Meas A,469.0
2S_Glc,4_11956,G,3,G03,Meas A,677.0
1S_Glc,4_11956,G,4,G04,Meas A,651.0
3P_Glc,4_11956,G,5,G05,Meas A,576.0
2P_Glc,4_11956,G,6,G06,Meas A,419.0
1P_Glc,4_11956,G,7,G07,Meas A,557.0
3M_Glc,4_11956,G,8,G08,Meas A,503.0
2M_Glc,4_11956,G,9,G09,Meas A,713.0
1M_Glc,4_11956,G,10,G10,Meas A,436.0
3S_CAA,4_11956,H,2,H02,Meas A,1036.0
2S_CAA,4_11956,H,3,H03,Meas A,2773.0
1S_CAA,4_11956,H,4,H04,Meas A,1471.0
3P_CAA,4_11956,H,5,H05,Meas A,1257.0
2P_CAA,4_11956,H,6,H06,Meas A,1790.0
1P_CAA,4_11956,H,7,H07,Meas A,1186.0
3M_CAA,4_11956,H,8,H08,Meas A,965.0
2M_CAA,4_11956,H,9,H09,Meas A,2343.0
1M_CAA,4_11956,H,10,H10,Meas A,1546.0
3S-H_Glc,4_11956,A,2,A02,Meas B,0.22
2S-H_Glc,4_11956,A,3,A03,Meas B,0.275
1S-H_Glc,4_11956,A,4,A04,Meas B,0.198
3P-H_Glc,4_11956,A,5,A05,Meas B,0.191
2P-H_Glc,4_11956,A,6,A06,Meas B,0.23
1P-H_Glc,4_11956,A,7,A07,Meas B,0.176
3M-H_Glc,4_11956,A,8,A08,Meas B,0.178
2M-H_Glc,4_11956,A,9,A09,Meas B,0.165
1M-H_Glc,4_11956,A,10,A10,Meas B,0.151
Glc_Spc,4_11956,A,11,A11,Meas B,0.04
3S-H_CAA,4_11956,B,2,B02,Meas B,0.408
2S-H_CAA,4_11956,B,3,B03,Meas B,0.413
1S-H_CAA,4_11956,B,4,B04,Meas B,0.413
3P-H_CAA,4_11956,B,5,B05,Meas B,0.397
2P-H_CAA,4_11956,B,6,B06,Meas B,0.424
1P-H_CAA,4_11956,B,7,B07,Meas B,0.415
3M-H_CAA,4_11956,B,8,B08,Meas B,0.44
2M-H_CAA,4_11956,B,9,B09,Meas B,0.329
1M-H_CAA,4_11956,B,10,B10,Meas B,0.444
CAA_Spc,4_11956,B,11,B11,Meas B,0.039
3S-M_Glc,4_11956,C,2,C02,Meas B,0.219
2S-M_Glc,4_11956,C,3,C03,Meas B,0.178
1S-M_Glc,4_11956,C,4,C04,Meas B,0.136
3P-M_Glc,4_11956,C,5,C05,Meas B,0.173
2P-M_Glc,4_11956,C,6,C06,Meas B,0.21
1P-M_Glc,4_11956,C,7,C07,Meas B,0.19
3M-M_Glc,4_11956,C,8,C08,Meas B,0.229
2M-M_Glc,4_11956,C,9,C09,Meas B,0.196
1M-M_Glc,4_11956,C,10,C10,Meas B,0.161
Glc,4_11956,C,11,C11,Meas B,0.037
3S-M_CAA,4_11956,D,2,D02,Meas B,0.28
2S-M_CAA,4_11956,D,3,D03,Meas B,0.418
1S-M_CAA,4_11956,D,4,D04,Meas B,0.423
3P-M_CAA,4_11956,D,5,D05,Meas B,0.362
2P-M_CAA,4_11956,D,6,D06,Meas B,0.35
1P-M_CAA,4_11956,D,7,D07,Meas B,0.375
3M-M_CAA,4_11956,D,8,D08,Meas B,0.336
2M-M_CAA,4_11956,D,9,D09,Meas B,0.355
1M-M_CAA,4_11956,D,10,D10,Meas B,0.397
CAA,4_11956,D,11,D11,Meas B,0.039
3S-O_Glc,4_11956,E,2,E02,Meas B,0.156
2S-O_Glc,4_11956,E,3,E03,Meas B,0.175
1S-O_Glc,4_11956,E,4,E04,Meas B,0.164
3P-O_Glc,4_11956,E,5,E05,Meas B,0.126
2P-O_Glc,4_11956,E,6,E06,Meas B,0.08
1P-O_Glc,4_11956,E,7,E07,Meas B,0.112
3M-O_Glc,4_11956,E,8,E08,Meas B,0.161
2M-O_Glc,4_11956,E,9,E09,Meas B,0.149
1M-O_Glc,4_11956,E,10,E10,Meas B,0.163
3S-O_CAA,4_11956,F,2,F02,Meas B,0.376
2S-O_CAA,4_11956,F,3,F03,Meas B,0.374
1S-O_CAA,4_11956,F,4,F04,Meas B,0.386
3P-O_CAA,4_11956,F,5,F05,Meas B,0.381
2P-O_CAA,4_11956,F,6,F06,Meas B,0.274
1P-O_CAA,4_11956,F,7,F07,Meas B,0.237
3M-O_CAA,4_11956,F,8,F08,Meas B,0.373
2M-O_CAA,4_11956,F,9,F09,Meas B,0.376
1M-O_CAA,4_11956,F,10,F10,Meas B,0.369
3S_Glc,4_11956,G,2,G02,Meas B,0.131
2S_Glc,4_11956,G,3,G03,Meas B,0.203
1S_Glc,4_11956,G,4,G04,Meas B,0.167
3P_Glc,4_11956,G,5,G05,Meas B,0.114
2P_Glc,4_11956,G,6,G06,Meas B,0.105
1P_Glc,4_11956,G,7,G07,Meas B,0.13
3M_Glc,4_11956,G,8,G08,Meas B,0.136
2M_Glc,4_11956,G,9,G09,Meas B,0.187
1M_Glc,4_11956,G,10,G10,Meas B,0.152
3S_CAA,4_11956,H,2,H02,Meas B,0.347
2S_CAA,4_11956,H,3,H03,Meas B,0.357
1S_CAA,4_11956,H,4,H04,Meas B,0.355
3P_CAA,4_11956,H,5,H05,Meas B,0.353
2P_CAA,4_11956,H,6,H06,Meas B,0.402
1P_CAA,4_11956,H,7,H07,Meas B,0.198
3M_CAA,4_11956,H,8,H08,Meas B,0.383
2M_CAA,4_11956,H,9,H09,Meas B,0.375
1M_CAA,4_11956,H,10,H10,Meas B,0.336
